Instance,Type,Name,ID
NHMIS Instance,NHMIS instance data element operands,"Facility Attendance Male, 5-9 years",Jc1WjNKrObY.wehRVZzJeTo
NHMIS Instance,NHMIS instance data element operands,"Facility Attendance Male, 10-19 years",Jc1WjNKrObY.jFsFWDfsFdx
NHMIS Instance,NHMIS instance data element operands,"Facility Attendance Male, 20 years and above",Jc1WjNKrObY.Fftxx8lnql6
NHMIS Instance,NHMIS instance data element operands,"Facility Attendance Female, 0-28 days",Jc1WjNKrObY.EeOmMSob3uj
NHMIS Instance,NHMIS instance data element operands,"Facility Attendance Female, 29d - 11 months",Jc1WjNKrObY.CyyxhwJfSMe
NHMIS Instance,NHMIS instance data element operands,"Facility Attendance Female, 12-59 months",Jc1WjNKrObY.R2LOEyK3TtS
NHMIS Instance,NHMIS instance data element operands,"Facility Attendance Female, 5-9 years",Jc1WjNKrObY.m3EvtIPSz46
NHMIS Instance,NHMIS instance data element operands,"Facility Attendance Female, 10-19 years",Jc1WjNKrObY.Jy8lok2W79N
NHMIS Instance,NHMIS instance data element operands,"Facility Attendance Female, 20 years and above",Jc1WjNKrObY.tDh7j9enzMZ
NHMIS Instance,NHMIS instance data element operands,FHC present,LOGr9GnKQ5o
NHMIS Instance,NHMIS instance data element operands,Family planning offered,WC4QwICDeoJ
NHMIS Instance,NHMIS instance data element operands,FP clients accessing HCT Male,elD5WAUTvQ2.cKUei4Mwf2L
NHMIS Instance,NHMIS instance data element operands,FP clients accessing HCT Female,elD5WAUTvQ2.PvE4QzqKgHw
NHMIS Instance,NHMIS instance data element operands,Family planning clients c Male,c7T9iG1BVbo.cKUei4Mwf2L
NHMIS Instance,NHMIS instance data element operands,Family planning clients c Female,c7T9iG1BVbo.PvE4QzqKgHw
NHMIS Instance,NHMIS instance data element operands,Injections,ibHR9NQ0bKL
NHMIS Instance,NHMIS instance data element operands,FP provided,y1iTKKXZqCl
NHMIS Instance,NHMIS instance data element operands,Feeback Received (Quarterly),RE8nL4Vu6td
NHMIS Instance,NHMIS instance data element operands,Feedback received from LGA regularly,ajj5PX4BT6m
NHMIS Instance,NHMIS instance data element operands,Female 15-49 mod contracp,G5mKWErswJ0
NHMIS Instance,NHMIS instance data element operands,Fever cases <5years,m5gTF1jKQjl.W50DgZrPrUk
NHMIS Instance,NHMIS instance data element operands,Fever cases >=5years,m5gTF1jKQjl.ItGQGDRFD4t
NHMIS Instance,NHMIS instance data element operands,Fever cases presumptively treated in the community <5years,zAWZj2k9Pfv.W50DgZrPrUk
NHMIS Instance,NHMIS instance data element operands,Fever cases presumptively treated in the community >=5years,zAWZj2k9Pfv.ItGQGDRFD4t
NHMIS Instance,NHMIS instance data element operands,Fever cases RDT tested(Community),qgzzXcJWdlj
NHMIS Instance,NHMIS instance data element operands,Fever cases tested RDT positive(Community),Fog7j9zCcw4
NHMIS Instance,NHMIS instance data element operands,Fever Cases that received rectal artesunate referr <5years,Suc5BORCtBP.W50DgZrPrUk
NHMIS Instance,NHMIS instance data element operands,Fever Cases that received rectal artesunate referr >=5years,Suc5BORCtBP.ItGQGDRFD4t
NHMIS Instance,NHMIS instance data element operands,Fever tested by Microscopy <5years,k2Cpuz9BQtD.W50DgZrPrUk
NHMIS Instance,NHMIS instance data element operands,Fever tested by Microscopy >=5years,k2Cpuz9BQtD.ItGQGDRFD4t
NHMIS Instance,NHMIS instance data element operands,Fever tested by RDT <5years,r6WOvUlcQm6.W50DgZrPrUk
NHMIS Instance,NHMIS instance data element operands,Fever tested by RDT >=5years,r6WOvUlcQm6.ItGQGDRFD4t
NHMIS Instance,NHMIS instance data element operands,First Repair (VVF) VVF,zus9Id2Onw2.DW0DBvPKuro
NHMIS Instance,NHMIS instance data element operands,First Repair (VVF) RVF,zus9Id2Onw2.EmJ8M3BkFai
NHMIS Instance,NHMIS instance data element operands,First Repair (VVF) RVF&VVF,zus9Id2Onw2.xr9fmYQ0gj7
NHMIS Instance,NHMIS instance data element operands,Fixed Sessions Conducted,RG4lHAfrNXe
NHMIS Instance,NHMIS instance data element operands,Fixed Sessions Conducted (Policy),hSPywm6GXEr
NHMIS Instance,NHMIS instance data element operands,Fixed Sessions Planned,PxjL8GI0vzd
NHMIS Instance,NHMIS instance data element operands,Fixed Sessions Planned (Policy),dd1lpSvEwWm
NHMIS Instance,NHMIS instance data element operands,FP clients - SRH/HIV service Male,sAfc9Ehuxkx.cKUei4Mwf2L
NHMIS Instance,NHMIS instance data element operands,FP clients - SRH/HIV service Female,sAfc9Ehuxkx.PvE4QzqKgHw
NHMIS Instance,NHMIS instance data element operands,"Fully Immunised <1y <1y, Fixed",CvX3NUIe50P.Knva5F6vpNi
NHMIS Instance,NHMIS instance data element operands,"Fully Immunised <1y <1y, Outreach",CvX3NUIe50P.Jf7HweYFAFM
NHMIS Instance,NHMIS instance data element operands,"Fully Immunised <1y >1y, Fixed",CvX3NUIe50P.X09n3qxT4ol
NHMIS Instance,NHMIS instance data element operands,"Fully Immunised <1y >1y, Outreach",CvX3NUIe50P.buq6m3bCd4y
NHMIS Instance,NHMIS instance data element operands,Functional beds,Q2v8tDczjrn
NHMIS Instance,NHMIS instance data element operands,Gender,g5SHICMIIHh
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) OPD, 0-28 Days",s5RaTb9leDj.m0rtkiHX676
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) OPD, 1-11 Months",s5RaTb9leDj.SjLnrVqttdb
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) OPD, 12-59 Months",s5RaTb9leDj.S9lgLKttxVk
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) OPD, 5-9 Years",s5RaTb9leDj.GuwQDSNXI2n
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) OPD, 10-19 Years",s5RaTb9leDj.Azb36tdrvnc
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) OPD, 20-40 years",s5RaTb9leDj.W8BTSrLbsah
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) OPD, >40 Years",s5RaTb9leDj.HfE9ylTZhoB
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) IPD, 0-28 Days",s5RaTb9leDj.KSd2hoMJ40u
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) IPD, 1-11 Months",s5RaTb9leDj.HrcVeqd27yB
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) IPD, 12-59 Months",s5RaTb9leDj.rqVvIKBjypm
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) IPD, 5-9 Years",s5RaTb9leDj.dE2b3PDnsmX
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) IPD, 10-19 Years",s5RaTb9leDj.BTA74ERPVoO
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) IPD, 20-40 years",s5RaTb9leDj.EyvTWWXtkHG
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) IPD, >40 Years",s5RaTb9leDj.fwgSj4H5cWg
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) Death, 0-28 Days",s5RaTb9leDj.mDrlCrRm1I1
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) Death, 1-11 Months",s5RaTb9leDj.EDAuN8MhOiL
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) Death, 12-59 Months",s5RaTb9leDj.ehxdCvRNiDI
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) Death, 5-9 Years",s5RaTb9leDj.AQg8DZjcKfr
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) Death, 10-19 Years",s5RaTb9leDj.Edj6xrK30GQ
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) Death, 20-40 years",s5RaTb9leDj.ToNzwZ3X4fs
NHMIS Instance,NHMIS instance data element operands,"Genital Ulcer(IDSR) Death, >40 Years",s5RaTb9leDj.Qw3zZg1ZMv0
NHMIS Instance,NHMIS instance data element operands,Growth Mon provided,JBRRqnSx6Wb
NHMIS Instance,NHMIS instance data element operands,Growth Monitoring Offered,rPwD5ycbjLq
NHMIS Instance,NHMIS instance data element operands,Guinea W - suspect female,SZ2FpW1YHst
NHMIS Instance,NHMIS instance data element operands,Guinea W - suspect male,M5ACrTixiPj
NHMIS Instance,NHMIS instance data element operands,HBV Dose Balance From Previous Month,Qm90IKD4vap.VJiKrCdpdma
NHMIS Instance,NHMIS instance data element operands,HBV Dose Received,Qm90IKD4vap.uAO53twA7uz
NHMIS Instance,NHMIS instance data element operands,HBV Dose Returned,Qm90IKD4vap.q02jx87E4QC
NHMIS Instance,NHMIS instance data element operands,HBV Dose Used Used at Facility,SaSEHwHqdQz.RVCB15SfgSj
NHMIS Instance,NHMIS instance data element operands,HBV Dose Used Issued Out,SaSEHwHqdQz.r3bWOPuCDpn
NHMIS Instance,NHMIS instance data element operands,HCT referred for FP Male,bbVTlYGPbcT.cKUei4Mwf2L
NHMIS Instance,NHMIS instance data element operands,HCT referred for FP Female,bbVTlYGPbcT.PvE4QzqKgHw
NHMIS Instance,NHMIS instance data element operands,HCT screened for STI Male,rCLObYi78QG.cKUei4Mwf2L
NHMIS Instance,NHMIS instance data element operands,HCT screened for STI Female,rCLObYi78QG.PvE4QzqKgHw
NHMIS Instance,NHMIS instance data element operands,HCT treated for STI Male,Wj10tShnTNW.cKUei4Mwf2L
NHMIS Instance,NHMIS instance data element operands,HCT treated for STI Female,Wj10tShnTNW.PvE4QzqKgHw
NHMIS Instance,NHMIS instance data element operands,SRHHIV integrated service Male,iuCFWfYtEil.cKUei4Mwf2L
NHMIS Instance,NHMIS instance data element operands,SRHHIV integrated service Female,iuCFWfYtEil.PvE4QzqKgHw
NHMIS Instance,NHMIS instance data element operands,HCT CTRR >15 yrsmale,VLeDPIRNJfC
NHMIS Instance,NHMIS instance data element operands,HCT CTRR >15 yrs female,qLhbn1gbyaZ
NHMIS Instance,NHMIS instance data element operands,HCT CTRR 2-14 yrsmale,uVJyULOcFg3
NHMIS Instance,NHMIS instance data element operands,HIV CTRR 2-14 yrs female,ixJu18Z2mUu
NHMIS Instance,NHMIS instance data element operands,HCT CTRR <2 years male,N49SlCVkrxw
NHMIS Instance,NHMIS instance data element operands,HCT CTRR <2 years female,iHgkTS0hQeN
NHMIS Instance,NHMIS instance data element operands,HIV +VE >15 yrsmale,pxT890s7Iqs
NHMIS Instance,NHMIS instance data element operands,HIV +VE >15 yrs female,Ox0LRgZI1Kb
NHMIS Instance,NHMIS instance data element operands,HIV +ve 2-14 yrs male,xebXdnDMrDE
NHMIS Instance,NHMIS instance data element operands,HIV +ve 2-14 yrs female,bHfoa06MHPq
NHMIS Instance,NHMIS instance data element operands,HIV + <2 years male,U4yeRFHfPwa
NHMIS Instance,NHMIS instance data element operands,HIV +ve <2 years female,H7uvyB9mozJ
NHMIS Instance,NHMIS instance data element operands,HFs that are in hard to reach areas,munAJFynF2I
NHMIS Instance,NHMIS instance data element operands,HFs that provide RI services,jf2659Fz42l
NHMIS Instance,NHMIS instance data element operands,HFs to which LGA sent feedback to last month,dzJE3GbwDFJ
NHMIS Instance,NHMIS instance data element operands,HFs without enough data tools,TKJ9quRKbqN
NHMIS Instance,NHMIS instance data element operands,Health Facilities in the LGA,Atn2kKmTUrm
NHMIS Instance,NHMIS instance data element operands,Health Facility Target Population,aPaug1jUaIG
NHMIS Instance,NHMIS instance data element operands,Health worker providing service,hDqkuvysZCN
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A OPD, 0-28 Days",KvmN3nRmLpx.m0rtkiHX676
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A OPD, 1-11 Months",KvmN3nRmLpx.SjLnrVqttdb
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A OPD, 12-59 Months",KvmN3nRmLpx.S9lgLKttxVk
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A OPD, 5-9 Years",KvmN3nRmLpx.GuwQDSNXI2n
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A OPD, 10-19 Years",KvmN3nRmLpx.Azb36tdrvnc
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A OPD, 20-40 years",KvmN3nRmLpx.W8BTSrLbsah
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A OPD, >40 Years",KvmN3nRmLpx.HfE9ylTZhoB
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A IPD, 0-28 Days",KvmN3nRmLpx.KSd2hoMJ40u
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A IPD, 1-11 Months",KvmN3nRmLpx.HrcVeqd27yB
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A IPD, 12-59 Months",KvmN3nRmLpx.rqVvIKBjypm
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A IPD, 5-9 Years",KvmN3nRmLpx.dE2b3PDnsmX
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A IPD, 10-19 Years",KvmN3nRmLpx.BTA74ERPVoO
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A IPD, 20-40 years",KvmN3nRmLpx.EyvTWWXtkHG
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A IPD, >40 Years",KvmN3nRmLpx.fwgSj4H5cWg
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A Death, 0-28 Days",KvmN3nRmLpx.mDrlCrRm1I1
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A Death, 1-11 Months",KvmN3nRmLpx.EDAuN8MhOiL
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A Death, 12-59 Months",KvmN3nRmLpx.ehxdCvRNiDI
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A Death, 5-9 Years",KvmN3nRmLpx.AQg8DZjcKfr
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A Death, 10-19 Years",KvmN3nRmLpx.Edj6xrK30GQ
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A Death, 20-40 years",KvmN3nRmLpx.ToNzwZ3X4fs
NHMIS Instance,NHMIS instance data element operands,"Hepatitis A Death, >40 Years",KvmN3nRmLpx.Qw3zZg1ZMv0
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B OPD, 0-28 Days",qR9RGbqJJbi.m0rtkiHX676
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B OPD, 1-11 Months",qR9RGbqJJbi.SjLnrVqttdb
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B OPD, 12-59 Months",qR9RGbqJJbi.S9lgLKttxVk
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B OPD, 5-9 Years",qR9RGbqJJbi.GuwQDSNXI2n
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B OPD, 10-19 Years",qR9RGbqJJbi.Azb36tdrvnc
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B OPD, 20-40 years",qR9RGbqJJbi.W8BTSrLbsah
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B OPD, >40 Years",qR9RGbqJJbi.HfE9ylTZhoB
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B IPD, 0-28 Days",qR9RGbqJJbi.KSd2hoMJ40u
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B IPD, 1-11 Months",qR9RGbqJJbi.HrcVeqd27yB
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B IPD, 12-59 Months",qR9RGbqJJbi.rqVvIKBjypm
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B IPD, 5-9 Years",qR9RGbqJJbi.dE2b3PDnsmX
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B IPD, 10-19 Years",qR9RGbqJJbi.BTA74ERPVoO
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B IPD, 20-40 years",qR9RGbqJJbi.EyvTWWXtkHG
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B IPD, >40 Years",qR9RGbqJJbi.fwgSj4H5cWg
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B Death, 0-28 Days",qR9RGbqJJbi.mDrlCrRm1I1
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B Death, 1-11 Months",qR9RGbqJJbi.EDAuN8MhOiL
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B Death, 12-59 Months",qR9RGbqJJbi.ehxdCvRNiDI
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B Death, 5-9 Years",qR9RGbqJJbi.AQg8DZjcKfr
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B Death, 10-19 Years",qR9RGbqJJbi.Edj6xrK30GQ
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B Death, 20-40 years",qR9RGbqJJbi.ToNzwZ3X4fs
NHMIS Instance,NHMIS instance data element operands,"Hepatitis B Death, >40 Years",qR9RGbqJJbi.Qw3zZg1ZMv0
NHMIS Instance,NHMIS instance data element operands,"Hep B 2 given <1y, Fixed",qDxUAqFTWOb.Knva5F6vpNi
NHMIS Instance,NHMIS instance data element operands,"Hep B 2 given <1y, Outreach",qDxUAqFTWOb.Jf7HweYFAFM
NHMIS Instance,NHMIS instance data element operands,"Hep B 2 given >1y, Fixed",qDxUAqFTWOb.X09n3qxT4ol
NHMIS Instance,NHMIS instance data element operands,"Hep B 2 given >1y, Outreach",qDxUAqFTWOb.buq6m3bCd4y
NHMIS Instance,NHMIS instance data element operands,"Hep B 0 <1y, Fixed",uXCH3rq9tLd.Knva5F6vpNi
NHMIS Instance,NHMIS instance data element operands,"Hep B 0 <1y, Outreach",uXCH3rq9tLd.Jf7HweYFAFM
NHMIS Instance,NHMIS instance data element operands,"Hep B 0 >1y, Fixed",uXCH3rq9tLd.X09n3qxT4ol
NHMIS Instance,NHMIS instance data element operands,"Hep B 0 >1y, Outreach",uXCH3rq9tLd.buq6m3bCd4y
NHMIS Instance,NHMIS instance data element operands,"Hep B 1 given <1y, Fixed",tBRm2bB9gR6.Knva5F6vpNi
NHMIS Instance,NHMIS instance data element operands,"Hep B 1 given <1y, Outreach",tBRm2bB9gR6.Jf7HweYFAFM
NHMIS Instance,NHMIS instance data element operands,"Hep B 1 given >1y, Fixed",tBRm2bB9gR6.X09n3qxT4ol
NHMIS Instance,NHMIS instance data element operands,"Hep B 1 given >1y, Outreach",tBRm2bB9gR6.buq6m3bCd4y
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C OPD, 0-28 Days",yuGWcyXEonp.m0rtkiHX676
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C OPD, 1-11 Months",yuGWcyXEonp.SjLnrVqttdb
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C OPD, 12-59 Months",yuGWcyXEonp.S9lgLKttxVk
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C OPD, 5-9 Years",yuGWcyXEonp.GuwQDSNXI2n
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C OPD, 10-19 Years",yuGWcyXEonp.Azb36tdrvnc
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C OPD, 20-40 years",yuGWcyXEonp.W8BTSrLbsah
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C OPD, >40 Years",yuGWcyXEonp.HfE9ylTZhoB
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C IPD, 0-28 Days",yuGWcyXEonp.KSd2hoMJ40u
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C IPD, 1-11 Months",yuGWcyXEonp.HrcVeqd27yB
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C IPD, 12-59 Months",yuGWcyXEonp.rqVvIKBjypm
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C IPD, 5-9 Years",yuGWcyXEonp.dE2b3PDnsmX
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C IPD, 10-19 Years",yuGWcyXEonp.BTA74ERPVoO
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C IPD, 20-40 years",yuGWcyXEonp.EyvTWWXtkHG
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C IPD, >40 Years",yuGWcyXEonp.fwgSj4H5cWg
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C Death, 0-28 Days",yuGWcyXEonp.mDrlCrRm1I1
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C Death, 1-11 Months",yuGWcyXEonp.EDAuN8MhOiL
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C Death, 12-59 Months",yuGWcyXEonp.ehxdCvRNiDI
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C Death, 5-9 Years",yuGWcyXEonp.AQg8DZjcKfr
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C Death, 10-19 Years",yuGWcyXEonp.Edj6xrK30GQ
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C Death, 20-40 years",yuGWcyXEonp.ToNzwZ3X4fs
NHMIS Instance,NHMIS instance data element operands,"Hepatitis C Death, >40 Years",yuGWcyXEonp.Qw3zZg1ZMv0
NHMIS Instance,NHMIS instance data element operands,Hepatitis C,yuGWcyXEonp
NHMIS Instance,NHMIS instance data element operands,Hepatitis Death C (IDSR),gVDVR6Bg4U0
NHMIS Instance,NHMIS instance data element operands,Hepatitis - suspect fmale,npXu5cnPAD8
NHMIS Instance,NHMIS instance data element operands,Hepatitis - suspect male,LraNP5YU7m8
NHMIS Instance,NHMIS instance data element operands,HepB1 <1 - female,s7UfZPNGLU9
NHMIS Instance,NHMIS instance data element operands,HepB1 <1 - male,R8KsXJSHAsv
NHMIS Instance,NHMIS instance data element operands,HepB3 <1 - female,iZbqzKzIXb2
NHMIS Instance,NHMIS instance data element operands,HepB3 <1 - male,pCrr7x2LNlR
NHMIS Instance,NHMIS instance data element operands,HF can afford Data bundles,IMXEzWdJV1V
NHMIS Instance,NHMIS instance data element operands,HF has capacity to capture data directly,mWLGk4014fZ
NHMIS Instance,NHMIS instance data element operands,HF is aware what DHIS2 is,mYG29MXj22n
NHMIS Instance,NHMIS instance data element operands,HF normally has adequate stock of NHMIS forms,VanrJA6plDT
NHMIS Instance,NHMIS instance data element operands,HF prefers to capture data directly,shWBsbEpZOV
NHMIS Instance,NHMIS instance data element operands,HF prefer to use personal phones to enter data,rxkp1pExblf
NHMIS Instance,NHMIS instance data element operands,High Blood Pressure Death,vjuTpssn3In
NHMIS Instance,NHMIS instance data element operands,High Blood Pressure(IDSR),EhIvszgbVdr
NHMIS Instance,NHMIS instance data element operands,HIV/AIDS Service provided,s18134YtSXk
NHMIS Instance,NHMIS instance data element operands,HIV counselling provided,vAX6iSRY9OC
NHMIS Instance,NHMIS instance data element operands,"HIV couple c,t & received results",fv97PkEwuXz
NHMIS Instance,NHMIS instance data element operands,"HIV couple c,t & received results - sero",JVs0vh5JszX
NHMIS Instance,NHMIS instance data element operands,HIV exposed bf + HIV prop Male,dZUhCK6fUuB.cKUei4Mwf2L
NHMIS Instance,NHMIS instance data element operands,HIV exposed bf + HIV prop Female,dZUhCK6fUuB.PvE4QzqKgHw
NHMIS Instance,NHMIS instance data element operands,HIV neg screen for TB 0 In-patients,vGQ6NJokdZD.vo5cSAwmPkd
NHMIS Instance,NHMIS instance data element operands,HIV neg screen for TB 0 CT Site,vGQ6NJokdZD.GjoZt0KShRS
NHMIS Instance,NHMIS instance data element operands,HIV neg screen for TB 0 TB Site,vGQ6NJokdZD.G2T6PHzKz8D
NHMIS Instance,NHMIS instance data element operands,HIV neg screen for TB 0 Blood bank,vGQ6NJokdZD.lCFAYr8dz34
NHMIS Instance,NHMIS instance data element operands,HIV neg screen for TB 0 FP Site,vGQ6NJokdZD.DhXyIMLZYW2
NHMIS Instance,NHMIS instance data element operands,HIV neg screen for TB 0 Others,vGQ6NJokdZD.XeKQxQtKXLa
NHMIS Instance,NHMIS instance data element operands,HIV neg screen for TB 0 Mobile,vGQ6NJokdZD.rX2pE4HCIH3
NHMIS Instance,NHMIS instance data element operands,HIV neg screen for TB 1+ In-patients,hgScjxCOaG4.vo5cSAwmPkd
NHMIS Instance,NHMIS instance data element operands,HIV neg screen for TB 1+ CT Site,hgScjxCOaG4.GjoZt0KShRS
NHMIS Instance,NHMIS instance data element operands,HIV neg screen for TB 1+ TB Site,hgScjxCOaG4.G2T6PHzKz8D
NHMIS Instance,NHMIS instance data element operands,HIV neg screen for TB 1+ Blood bank,hgScjxCOaG4.lCFAYr8dz34
NHMIS Instance,NHMIS instance data element operands,HIV neg screen for TB 1+ FP Site,hgScjxCOaG4.DhXyIMLZYW2
NHMIS Instance,NHMIS instance data element operands,HIV neg screen for TB 1+ Others,hgScjxCOaG4.XeKQxQtKXLa
NHMIS Instance,NHMIS instance data element operands,HIV neg screen for TB 1+ Mobile,hgScjxCOaG4.rX2pE4HCIH3
NHMIS Instance,NHMIS instance data element operands,HIV PCR results born to HIV+ tested +,dIIVjkWV2l0
NHMIS Instance,NHMIS instance data element operands,HIV+PCR results inf 2 months Male,w24YWFyIVtk.cKUei4Mwf2L
NHMIS Instance,NHMIS instance data element operands,HIV+PCR results inf 2 months Female,w24YWFyIVtk.PvE4QzqKgHw
NHMIS Instance,NHMIS instance data element operands,HIV+ rcving TB treatment,TRwlb7b1wqp
NHMIS Instance,NHMIS instance data element operands,HIV pos screen for TB 0 In-patients,c7KjnI2QOTN.vo5cSAwmPkd
NHMIS Instance,NHMIS instance data element operands,HIV pos screen for TB 0 CT Site,c7KjnI2QOTN.GjoZt0KShRS
NHMIS Instance,NHMIS instance data element operands,HIV pos screen for TB 0 TB Site,c7KjnI2QOTN.G2T6PHzKz8D
NHMIS Instance,NHMIS instance data element operands,HIV pos screen for TB 0 Blood bank,c7KjnI2QOTN.lCFAYr8dz34
NHMIS Instance,NHMIS instance data element operands,HIV pos screen for TB 0 FP Site,c7KjnI2QOTN.DhXyIMLZYW2
NHMIS Instance,NHMIS instance data element operands,HIV pos screen for TB 0 Others,c7KjnI2QOTN.XeKQxQtKXLa
NHMIS Instance,NHMIS instance data element operands,HIV pos screen for TB 0 Mobile,c7KjnI2QOTN.rX2pE4HCIH3
NHMIS Instance,NHMIS instance data element operands,HIV pos screen for TB 1+ In-patients,TMCT2h7luPO.vo5cSAwmPkd
NHMIS Instance,NHMIS instance data element operands,HIV pos screen for TB 1+ CT Site,TMCT2h7luPO.GjoZt0KShRS
NHMIS Instance,NHMIS instance data element operands,HIV pos screen for TB 1+ TB Site,TMCT2h7luPO.G2T6PHzKz8D
NHMIS Instance,NHMIS instance data element operands,HIV pos screen for TB 1+ Blood bank,TMCT2h7luPO.lCFAYr8dz34
NHMIS Instance,NHMIS instance data element operands,HIV pos screen for TB 1+ FP Site,TMCT2h7luPO.DhXyIMLZYW2
NHMIS Instance,NHMIS instance data element operands,HIV pos screen for TB 1+ Others,TMCT2h7luPO.XeKQxQtKXLa
NHMIS Instance,NHMIS instance data element operands,HIV pos screen for TB 1+ Mobile,TMCT2h7luPO.rX2pE4HCIH3
NHMIS Instance,NHMIS instance data element operands,HIV+ patients recving CTX,NGzQvZFUfGi
NHMIS Instance,NHMIS instance data element operands,HIV+ve assessed for ART,YiUmDVoqAcV
NHMIS Instance,NHMIS instance data element operands,"HIV+ve receiving septrin Male, <15 years",JcfbMPZDWHa.AOw6aH2NzyD
NHMIS Instance,NHMIS instance data element operands,"HIV+ve receiving septrin Male, >15 years",JcfbMPZDWHa.uYw3lrsevFH
NHMIS Instance,NHMIS instance data element operands,"HIV+ve receiving septrin Female, <15 years",JcfbMPZDWHa.qbJsVkaF72u
NHMIS Instance,NHMIS instance data element operands,"HIV+ve receiving septrin Female, >15 years",JcfbMPZDWHa.Wi3q6bko9wh
NHMIS Instance,NHMIS instance data element operands,HIV rapid AB test done,MAxBy878HUk
